"id_klienta"	"imie"	"nazwisko"	"prefix_nip"	"NIP"	"wojewodztwo"	"kod"	"miejscowosc"	"ulica"	"nr_domu"
"HaMa15143"	"Halka"	"Macijak"	782	"782-526-43-67"	"kujawsko-pomorskie"	"57-550"	"Olszyniec"	"Al. Wojska Polskiego"	37
"HeBa7571"	"Heloiza"	"Balersztadt"	437	"437-924-17-51"	"dolnoslaskie"	"17-132"	"Kogutki"	"ul. 700 Lecia"	22
"HeBo10258"	"Herminia"	"Bonalowska"	561	"561-874-58-41"	"slaskie"	"59-300"	"Lublin"	"ul. Asnyka Adama"	136
"HeCh12660"	"Herkulan"	"Cholojczuk"	668	"668-811-12-14"	"pomorskie"	"08-311"	"Bydgoszcz"	"Rynek Nowego Miasta"	139
"HeCz18117"	"Hermenegilda"	"Czeder"	915	"915-789-36-88"	"slaskie"	"06-400"	"Lubin"	"Pl. Kosciuszki Tadeusza"	67
"HeFa1178"	"Hermes"	"Faflak"	154	"154-442-18-72"	"malopolskie"	"32-660"	"Gdynia"	"Os. Sadkow"	133
"HeFr4801"	"Hermina"	"Freuszof"	313	"313-797-96-59"	"podkarpackie"	"72-342"	"Bielsko-Biala"	"Os. Grunwaldzkie"	4
"HeGr10410"	"Hermenegild"	"Grycik"	567	"567-711-15-23"	"swietokrzyskie"	"16-515"	"Poznan"	"Pl. Bernardynski"	147
"HeGu14390"	"Helmut"	"Gusztow"	749	"749-196-86-50"	"slaskie"	"45-773"	"Nowe Jaroszowice"	"ul. Agaty"	27
"HeIw12740"	"Herman"	"Iwertowski"	673	"673-161-24-65"	"kujawsko-pomorskie"	"50-436"	"Jadwigowo"	"Pl. Axentowicza Teodora"	139
"HeKa6717"	"Heloiza"	"Kaszlaga"	399	"399-275-47-25"	"slaskie"	"54-043"	"Kazimierzowo"	"Os. Na Stoku"	144
"HeNe19665"	"Hermenia"	"Newill"	985	"985-754-58-910"	"podkarpackie"	"50-900"	"Sosnowiec"	"ul. Ametystowa"	101
"HePa14485"	"Herman"	"Pawelczak"	753	"753-947-77-52"	"swietokrzyskie"	"88-320"	"Pruszkow"	"Pl. Czerwca 1976 Roku"	43
"HePa3389"	"Hermenia"	"Pandyna"	248	"248-345-68-84"	"mazowieckie"	"12-114"	"Jaslo"	"Os. Na Wzgorzach"	29
"HePr1912"	"Hermina"	"Przysiezny"	185	"185-476-38-39"	"mazowieckie"	"38-200"	"Lipsko"	"Os. Bohaterow II Wojny swiatowej"	34
"HeTa10691"	"Heliodor"	"Tanan"	581	"581-791-98-41"	"lubelskie"	"60-660"	"lodz"	"ul. Bankowa"	30
"HeTu13124"	"Herman"	"Tuslanowski"	691	"691-732-39-99"	"podkarpackie"	"05-190"	"Warszawa"	"ul. 22 Stycznia"	112
"HeWa1339"	"Herakliusz"	"Walnowska"	161	"161-286-81-38"	"opolskie"	"62-817"	"Kepa"	"Al. Jana Pawla II"	36
"HeWi2097"	"Heloiza"	"Wiasetek"	193	"193-173-81-22"	"slaskie"	"87-704"	"Famulki Brochowskie"	"ul. Autostrada Poznanska"	140
"HeWo13593"	"Heliasz"	"Worenc"	713	"713-835-38-52"	"slaskie"	"05-120"	"Bolmin"	"Os. Jagiellonskie"	96
"HeWo17263"	"Heloiza"	"Wojdesiewicz"	875	"875-629-68-86"	"zachodniopomorskie"	"40-288"	"Warszawa"	"Pl. Kosciuszki"	135
"HeZe14333"	"Hermenegild"	"Zein"	746	"746-913-37-59"	"lodzkie"	"64-117"	"Solec"	"ul. 1 Maja"	147
"HiBi8314"	"Hiacynta"	"Biermajer"	473	"473-534-25-18"	"mazowieckie"	"05-075"	"Czestochowa"	"ul. Apteczna"	12
"HiCh13814"	"Hieronim"	"Chutornenko"	724	"724-237-58-59"	"dolnoslaskie"	"07-323"	"Chorzow"	"ul. Akacjowa"	123
"HiCz19521"	"Hilaria"	"Czauner"	978	"978-547-75-91"	"pomorskie"	"42-600"	"Legnica"	"Bulw. Im. Marsz. Jozefa Pilsudskiego"	80
"HiNa8877"	"Hilary"	"Najmeg"	499	"499-149-66-12"	"zachodniopomorskie"	"27-225"	"lazow"	"Park 3 Maja"	99
"HiRo3751"	"Hiacynt"	"Rompski"	266	"266-444-99-65"	"slaskie"	"27-641"	"Dabrowa-Zablotne"	"ul. 22 Stycznia"	102
"HoDr19724"	"Honorat"	"Draguniewicz"	987	"987-921-71-49"	"mazowieckie"	"61-335"	"Lekarcice"	"Pl. Wolnosci"	6
"HoGe9069"	"Horacjusz"	"Geppard"	506	"506-843-37-79"	"zachodniopomorskie"	"22-554"	"Sandomierz"	"ul. Akacjowa"	54
"HoGr16709"	"Horacjusz"	"Grzeszyk"	851	"851-835-59-58"	"slaskie"	"02-812"	"Zawadka"	"Al. Armii Ludowej"	81
"HoKi16664"	"Honorata"	"Kibicz"	848	"848-855-32-99"	"mazowieckie"	"03-347"	"Poznan"	"ul. Astrowa"	26
"HoKo16963"	"Hortensja"	"Kocialowski"	862	"862-978-44-70"	"pomorskie"	"71-371"	"Jaworzno"	"Pl. Solidarnosci"	135
"Hosc18393"	"Hortensja"	"sciazka"	928	"928-561-14-28"	"lodzkie"	"26-617"	"Brzeg"	"Park im. Dabrowskiego Jaroslawa"	97
"HuPi5844"	"Hugon"	"Pieszkin"	359	"359-488-74-70"	"slaskie"	"08-130"	"lodz"	"Os. Rusa"	46
"HuPl8614"	"Hugon"	"Plotniok"	487	"487-192-63-17"	"malopolskie"	"28-130"	"Zawiercie"	"ul. Alabastrowa"	145
"Husl13911"	"Hugon"	"sliskowski vel sliski"	728	"728-167-99-74"	"opolskie"	"20-091"	"Wola Popowa"	"ul. Architektow"	10
"HuWi12944"	"Humbert"	"Wieszorek"	682	"682-513-78-69"	"mazowieckie"	"26-601"	"Waliszewo"	"ul. Balladyny"	5
"HuWo8086"	"Huberta"	"Wolas"	462	"462-329-92-510"	"slaskie"	"00-237"	"Gdansk"	"Al. Jana Pawla II"	129
"IdPo8053"	"Idalia"	"Podbalicka"	459	"459-792-43-610"	"lodzkie"	"11-410"	"Pila"	"Al. Wojska Polskiego"	130
"IdSz14509"	"Ida"	"Szarzewicz"	754	"754-695-14-59"	"slaskie"	"32-210"	"Podkrolowek"	"Pl. Nankiera Biskupa"	102
"IfSy14395"	"Ifigenia"	"Sykutowski"	749	"749-481-21-18"	"kujawsko-pomorskie"	"43-318"	"Szczecin"	"ul. 1 Maja"	129
"IfSz17624"	"Ifigenia"	"Szobor"	892	"892-497-73-26"	"podkarpackie"	"95-070"	"Krakow"	"Droga Kreta"	61
"IgBi12728"	"Igor"	"Bilenc"	672	"672-681-61-59"	"mazowieckie"	"85-544"	"Brodniczka"	"ul. Archeologow"	43
"IgMa4474"	"Ignacja"	"Martyniw"	297	"297-812-15-61"	"podkarpackie"	"20-358"	"Nowa Bordzilowka"	"Rynek Rynek"	154
"IlBi15071"	"Ilia"	"Bielakow"	778	"778-528-62-49"	"wielkopolskie"	"46-200"	"Malewo"	"Droga Mazowiecka"	150
"IlKo1116"	"Ilia"	"Kochmaniewicz"	151	"151-758-23-35"	"mazowieckie"	"32-086"	"Czaplinek"	"ul. Arkonska"	136
"IlKu1274"	"Ilza"	"Kurszek"	157	"157-999-75-55"	"dolnoslaskie"	"00-649"	"Brzezna"	"Al. Sikornik"	103
"IlPr5670"	"Ildefons"	"Pryjomko"	352	"352-594-23-41"	"dolnoslaskie"	"33-311"	"Chruszczobrod"	"ul. Azaliowa"	28
"IlWi13979"	"Ildefons"	"Wiewiarska"	731	"731-669-24-45"	"podlaskie"	"32-700"	"Brynica"	"ul. Antyczna"	44
"InCz7184"	"Ingrida"	"Czarnakowicz"	419	"419-572-89-54"	"slaskie"	"15-460"	"Wroclaw"	"ul. Asnyka Adama"	47
"InGi18566"	"Ingrida"	"Gielczuk"	935	"935-712-74-30"	"slaskie"	"89-200"	"Gdynia"	"ul. Amatorska"	99
"InKu15388"	"Ingeborga"	"Kusimo"	792	"792-656-94-67"	"wielkopolskie"	"71-219"	"Krakow"	"Al. Brzozowa"	115
"InMu4810"	"Ingrida"	"Muszocki"	314	"314-282-48-24"	"malopolskie"	"61-031"	"lodz"	"Pl. Drzewny"	1
"InNo11916"	"Ingeborga"	"Noman"	636	"636-135-23-21"	"slaskie"	"62-303"	"Stasin"	"ul. Babinicza"	112
"InRa7635"	"Ingrid"	"Raulewicz"	442	"442-486-59-70"	"podkarpackie"	"42-454"	"Olsztyn"	"Pl. Mistrzow"	43
"InRo16359"	"Ingrid"	"Roziel"	835	"835-258-75-60"	"malopolskie"	"06-126"	"Rzeszow"	"Pl. Konstytucji 3 Maja"	76
"InSo8749"	"Ingrid"	"Sopaczynska"	494	"494-121-17-83"	"lodzkie"	"88-100"	"Jelenia Gora"	"ul. Barkowska"	132
"IrDr2094"	"Irina"	"Dresluk"	193	"193-114-92-71"	"zachodniopomorskie"	"08-307"	"Budy Przytockie"	"ul. Adamskiego Stanislawa (Ksiedza Biskupa Stanislawa Adamskiego)"	149
"IrHa8257"	"Irma"	"Haska"	469	"469-954-56-210"	"pomorskie"	"84-217"	"Bialystok"	"Os. Szkolne"	134
"IrKa12092"	"Irena"	"Kaluszek"	644	"644-172-77-92"	"dolnoslaskie"	"23-460"	"Krzyzowki"	"ul. Akacjowa"	55
"IrKo11599"	"Irma"	"Kowsadowicz"	621	"621-769-57-99"	"pomorskie"	"43-344"	"Warszawa"	"ul. Akacjowa"	98
"IrLi18083"	"Irma"	"Linnas"	914	"914-286-65-30"	"zachodniopomorskie"	"39-200"	"Plewno"	"ul. 11 Listopada"	124
"IrMa5070"	"Irina"	"Malusial"	326	"326-411-26-22"	"slaskie"	"33-310"	"Blotnica Strzelecka"	"Os. Orla Bialego"	7
"IrNi7672"	"Irena"	"Niespiol"	444	"444-139-48-81"	"zachodniopomorskie"	"05-400"	"Szczecin"	"ul. Altanowa"	37
"IrPr1977"	"Irina"	"Prudel"	187	"187-891-37-24"	"mazowieckie"	"31-113"	"Milcz"	"Al. Debowa"	113
"IrSz16879"	"Irina"	"Szrnecinska"	858	"858-539-87-97"	"lodzkie"	"32-087"	"Gliwice"	"ul. Balladyny"	56
"IsMe19194"	"Isaura"	"Metych"	964	"964-828-71-38"	"lodzkie"	"32-828"	"Lublin"	"Al. Waszyngtona Jerzego"	150
"IsPo2558"	"Ismena"	"Poburka"	213	"213-113-72-84"	"malopolskie"	"93-018"	"Galkowice-Ocin"	"ul. Aniola Franciszka"	63
"IsSm19410"	"Ismena"	"Smiechowski"	974	"974-437-38-40"	"lubelskie"	"60-456"	"Warszawa"	"Al. Piastow"	74
"IsTu9731"	"Ismena"	"Tuczylowska"	536	"536-514-11-41"	"wielkopolskie"	"65-142"	"Gdynia"	"ul. Alpejska"	46
"ItGu19816"	"Ita"	"Guzak"	992	"992-928-48-61"	"lubelskie"	"11-034"	"Nowy Dwor Mazowiecki"	"ul. 11 Listopada"	134
"ItJa10623"	"Ita"	"Jampisch"	577	"577-725-97-59"	"slaskie"	"64-910"	"Sulejowek"	"Os. Sikorskiego Wladyslawa (Generala Wladyslawa Sikorskiego)"	92
"IwHi14312"	"Iwan"	"Hiero"	746	"746-236-78-610"	"slaskie"	"03-541"	"Krakow"	"Pl. Nowy Rynek"	131
"IwKa5339"	"Iwetta"	"Kalszan"	338	"338-345-68-36"	"warminsko-mazurskie"	"58-303"	"Jastrzebie-Zdroj"	"ul. 3 Maja"	99
"IwPi7955"	"Iwan"	"Pijko"	456	"456-358-88-18"	"warminsko-mazurskie"	"95-083"	"Myslowice"	"ul. Agrestowa"	89
"IwSa3220"	"Iwa"	"Sacharek"	242	"242-233-33-28"	"dolnoslaskie"	"15-591"	"Gromadka"	"Os. Piastowskie"	16
"IwWo3914"	"Iwo"	"Wonogrodzka"	273	"273-835-57-79"	"dolnoslaskie"	"87-700"	"Strzalkowo"	"ul. Bankowa"	138
"IzDr3491"	"Izydor"	"Drosdz"	254	"254-845-36-68"	"podlaskie"	"58-570"	"Lublin"	"Pl. Wojska Polskiego"	137
"IzIc678"	"Izabella"	"Iczonow"	129	"129-911-27-48"	"warminsko-mazurskie"	"06-400"	"Bielsk Podlaski"	"Os. Hutnicze"	78
"IzMa18400"	"Izabella"	"Mateszew"	928	"928-839-89-66"	"zachodniopomorskie"	"37-400"	"Myslowice"	"Al. Armii Ludowej"	145
"IzNi6866"	"Izydor"	"Nizniakowska"	405	"405-848-21-110"	"warminsko-mazurskie"	"01-958"	"Wroclaw"	"ul. Antoniukowska"	62
"JaBu14527"	"Jagoda"	"Bultrawicz"	755	"755-575-28-25"	"mazowieckie"	"09-451"	"Korniaktow Poludniowy"	"Al. Warszawska"	52
"JaCz5063"	"Jaromir"	"Czapakowska"	326	"326-185-25-910"	"podkarpackie"	"73-110"	"Myslowice"	"ul. Barokowa"	95
"JaDo5375"	"Jarogniew"	"Dogalska"	339	"339-531-44-38"	"mazowieckie"	"41-400"	"Rybnik"	"Al. Jana Pawla II"	141
"JaEl405"	"Jakobina"	"Elza"	117	"117-999-57-68"	"lodzkie"	"47-200"	"Pluzniczka"	"ul. 8 Pulku Ulanow"	86
"JaFi16031"	"Janina"	"Fiodo"	821	"821-515-35-69"	"slaskie"	"59-600"	"Biskupice"	"ul. 1 Maja"	72
"JaFu13097"	"Jan Chryzostom"	"Furko"	689	"689-298-91-510"	"dolnoslaskie"	"00-785"	"Szafranki"	"Pl. Wiosny Ludow"	90
"JaGr11876"	"Jarema"	"Graumueller"	634	"634-291-75-90"	"lodzkie"	"32-300"	"Smoligow"	"Droga Mazurska"	140
"JaHe4290"	"Jakobina"	"Heberlein"	289	"289-591-29-66"	"lubelskie"	"21-505"	"Narty"	"ul. Arcta Bohdana"	89
"JaJe5020"	"Jan Chryzostom"	"Jedrysiak"	324	"324-149-27-85"	"mazowieckie"	"63-700"	"Podkampinos"	"ul. Akacjowa"	57
"JaKi478"	"Jaclaw"	"Kieszutko"	121	"121-829-15-87"	"wielkopolskie"	"21-109"	"Jastrzebie-Zdroj"	"ul. 23 Stycznia"	9
"JaKo2353"	"Jakobina"	"Kokiec"	204	"204-483-26-810"	"lodzkie"	"78-320"	"Chorazyce"	"Pl. Komuny Paryskiej"	122
"JaKu11068"	"Jagoda"	"Kulukajtys"	597	"597-979-64-510"	"wielkopolskie"	"09-522"	"Wezina"	"Pl. Papieza Jana Pawla II"	82
"JaKu16498"	"Janislaw"	"Kudelek"	842	"842-253-12-38"	"lodzkie"	"98-300"	"zakowek"	"ul. Arystofanesa"	82
"JaLe11231"	"Jarema"	"Len"	605	"605-249-17-28"	"slaskie"	"87-222"	"Warszawa"	"Pl. swietego Floriana"	49
"JaMi113"	"Jacek"	"Micke"	105	"105-433-13-86"	"warminsko-mazurskie"	"68-343"	"Dabie"	"Al. Solidarnosci"	138
"JaMi14416"	"January"	"Miescier"	751	"751-357-26-10"	"pomorskie"	"32-120"	"Bielsko-Biala"	"Pl. Grunwaldzki"	25
"JaPi19910"	"Jasmina"	"Pietrukojc"	996	"996-291-62-50"	"dolnoslaskie"	"05-520"	"Raciaz"	"ul. Barabasz"	53
"JaPr12372"	"Jacenty"	"Prawdzic-Lewicki"	656	"656-174-94-97"	"kujawsko-pomorskie"	"61-834"	"Sieciaszka Trzecia"	"ul. Abramowicka"	6
"JaSa9570"	"Jagna"	"Sacki"	529	"529-666-88-310"	"kujawsko-pomorskie"	"58-308"	"Lgota Murowana"	"Al. Marsz. Pilsudskiego Jozefa"	119
"JaSk18354"	"Jagoda"	"Skoberla"	926	"926-679-66-94"	"lodzkie"	"38-100"	"Krotoszyn"	"Al. Jana Pawla II"	78
"JaSz2577"	"Jaclaw"	"Szafranalis"	214	"214-152-42-84"	"wielkopolskie"	"58-116"	"Drygaly"	"ul. Astrow"	142
"JaWe2483"	"Jarmila"	"Welkowska"	209	"209-168-59-20"	"kujawsko-pomorskie"	"42-221"	"Rzeszow"	"ul. Akademicka"	93
"JeGr12781"	"Jewdocha"	"Grzywaczowski"	674	"674-681-21-99"	"lubelskie"	"33-180"	"Ostrow Wielkopolski"	"Pl. Kosciuszki Tadeusza"	67
"JePo16734"	"Jeremiasz"	"Posanow"	852	"852-716-13-72"	"wielkopolskie"	"35-330"	"Tanina"	"Al. Nikifora Krynickiego"	38
"JeZi7311"	"Jeroslawa"	"Ziemislawski"	425	"425-716-34-93"	"wielkopolskie"	"45-434"	"Korab"	"ul. 1 Maja"	78
"JoDr1522"	"Jowita"	"Dratwa"	168	"168-244-66-84"	"wielkopolskie"	"53-402"	"Krakow"	"Os. Jagiellonskie"	60
"JoHu11452"	"Jozefa"	"Huminiecki"	614	"614-675-72-33"	"pomorskie"	"41-902"	"Warszawa"	"Al. Legionow"	31
"JoLe1245"	"Joachim"	"Ledzwin"	157	"157-137-74-60"	"wielkopolskie"	"81-520"	"Brzozowa"	"ul. Armii Krajowej"	133
"Jolu8332"	"Jozef"	"lukacz"	474	"474-419-17-710"	"swietokrzyskie"	"48-300"	"Katowice"	"Os. Gryniow"	9
"JoMo11568"	"Joachim"	"Mortyn"	619	"619-522-33-88"	"warminsko-mazurskie"	"37-700"	"Kuflew"	"Pl. Politechniki"	41
"JoNo13270"	"Jonatan"	"Noganski"	697	"697-769-54-48"	"kujawsko-pomorskie"	"22-122"	"Pruszkow"	"Os. Zielone"	60
"JoNo1508"	"Jolanda"	"Nowatzki"	167	"167-668-81-64"	"malopolskie"	"43-503"	"Krzczonow-Skalka"	"ul. Andrzeja Kmicica"	115
"JoOr16525"	"Joachima"	"Orzakowski"	842	"842-935-56-55"	"lubelskie"	"91-402"	"Borow Polski"	"Al. Matejki Jana"	144
"JoPr3114"	"Jowita"	"Proszowski"	237	"237-132-87-18"	"lubelskie"	"16-503"	"Zielecice"	"ul. Baltycka"	27
"JoSc14220"	"Joachima"	"Schedler"	741	"741-443-66-54"	"dolnoslaskie"	"41-909"	"Rudka"	"Os. Wandy"	103
"JoSz6210"	"Joachima"	"Szumiel"	376	"376-221-67-63"	"mazowieckie"	"23-235"	"Lisy"	"Os. XX-Lecia"	36
"JoWy4033"	"Jonasz"	"Wyrzkiewicz"	278	"278-473-21-41"	"lodzkie"	"52-414"	"Piaski"	"Pl. Wilsona"	108
"JoZi6567"	"Jozefa"	"Zimnik"	392	"392-575-76-96"	"podlaskie"	"98-300"	"Ornontowice"	"Os. Dywizjonu 303"	84
"JuOp17234"	"Justyn"	"Opyrchlo"	874	"874-195-36-19"	"dolnoslaskie"	"35-211"	"Przemysl"	"Al. Jerozolimskie"	131
"JuRo4480"	"Julietta"	"Rodakowski"	297	"297-976-66-76"	"mazowieckie"	"20-452"	"Rzeszow"	"ul. Ananasowa"	82
"JuSa9335"	"Jurand"	"Sastawna"	519	"519-144-69-110"	"mazowieckie"	"42-216"	"Glogow"	"ul. 6 Sierpnia"	14
"KaBe16332"	"Karena"	"Berezecki"	834	"834-423-14-55"	"wielkopolskie"	"93-115"	"Trzebania"	"Pl. Pilsudskiego Jozefa"	42
"KaBo3535"	"Karola"	"Bohszczak"	256	"256-871-74-84"	"zachodniopomorskie"	"70-200"	"Kluczbork"	"ul. 11 Listopada"	67
"KaBr11129"	"Kacper"	"Brokman"	601	"601-651-47-91"	"slaskie"	"91-049"	"Nosalewo"	"Al. Pilsudskiego Jozefa"	89
"KaCh2056"	"Karol"	"Chlebanowski"	191	"191-833-86-93"	"mazowieckie"	"62-640"	"Krakow"	"ul. Antoniukowska"	87
"KaDa2318"	"Kalistrat"	"Darnas"	202	"202-794-86-63"	"mazowieckie"	"56-209"	"Olsztyn"	"Os. Na Wzgorzach"	81
"KaGa14580"	"Kajetan"	"Gawlia"	757	"757-283-22-77"	"lodzkie"	"14-330"	"Bydgoszcz"	"Rynek Rynek"	92
"KaGl5667"	"Kajetan"	"Glencner"	352	"352-468-23-69"	"podlaskie"	"87-890"	"Nowogardek"	"Al. Kosciuszki Tadeusza"	15
"KaGr1486"	"Karolina"	"Greborkiewicz"	166	"166-658-48-71"	"slaskie"	"14-405"	"Legnica"	"Al. Wyscigowa"	148
"KaGr2247"	"Karena"	"Grut"	198	"198-899-94-97"	"slaskie"	"30-698"	"Trojanow"	"Al. Solidarnosci"	135
"KaHa15995"	"Kanut"	"Hasenpusch"	818	"818-958-28-810"	"lubelskie"	"16-200"	"Wiesiolka"	"ul. Andrzeja"	86
"KaKl13999"	"Kacper"	"Klemiato"	732	"732-514-66-30"	"mazowieckie"	"37-700"	"Szczecin"	"Al. Pilsudskiego Jozefa (Marszalka Jozefa Pilsudskiego)"	35
"KaKo1512"	"Kastor"	"Kobala"	167	"167-819-21-77"	"dolnoslaskie"	"83-110"	"Nysa"	"ul. 11 Listopada"	47
"KaKo19207"	"Karol"	"Kospecki"	965	"965-338-85-54"	"wielkopolskie"	"97-510"	"Myslowice"	"ul. 11 Listopada"	56
"KaKo5437"	"Kasjan"	"Kolka"	343	"343-446-18-60"	"wielkopolskie"	"14-200"	"Dobrowoda"	"Al. Marszalka Ferdinanda Focha"	123
"KaKo8968"	"Kajus"	"Kozdeba"	503	"503-552-22-59"	"mazowieckie"	"87-700"	"Sochaczew"	"ul. 28 Czerwca 1956 R."	73
"Kala2092"	"Karolina"	"landach"	192	"192-925-93-42"	"podkarpackie"	"86-005"	"Rybnik"	"Al. Grunwaldzka"	92
"KaLa7832"	"Katarzyna"	"Laniew"	451	"451-638-79-95"	"malopolskie"	"24-120"	"Warszawa"	"Al. Roz"	113
"KaMa7845"	"Katarzyna"	"Matyrko"	452	"452-328-31-94"	"podkarpackie"	"63-140"	"Wroclaw"	"Pl. Teatralny"	124
"KaNa8465"	"Kajus"	"Namiesnik"	479	"479-788-79-49"	"mazowieckie"	"37-626"	"Katowice"	"ul. Arsenalska"	52
"KaRo10652"	"Kasjana"	"Rogenbuch"	578	"578-912-18-710"	"podkarpackie"	"23-304"	"Brzostek"	"ul. Andersena Christiana"	7
"KaSk13785"	"Kasper"	"Skolicki"	722	"722-851-13-26"	"lodzkie"	"09-400"	"Glusk"	"ul. 3 Maja"	116
"KaSz19370"	"Kallina"	"Szmiel"	972	"972-939-15-32"	"mazowieckie"	"72-130"	"Usarzow"	"Pl. Partyzantow"	82
"KaWy13198"	"Katarzyna"	"Wycior"	694	"694-656-35-91"	"opolskie"	"20-459"	"Grudziadz"	"Stacja Kolejowa"	23
"KaZe5285"	"Karola"	"Zebialowicz"	336	"336-419-57-25"	"lodzkie"	"30-739"	"Wazne Mlyny"	"ul. Arciszewskich"	146
"KeFr671"	"Kesja"	"Friedza"	129	"129-526-36-11"	"slaskie"	"66-443"	"Ilawa"	"Al. Piastow"	68
"KiEn12157"	"Kilian"	"Engelhorn"	646	"646-675-62-64"	"lubelskie"	"16-503"	"Borek Stary"	"ul. Akacjowa"	94
"KiFa3510"	"Kir"	"Fanara"	255	"255-762-79-61"	"zachodniopomorskie"	"01-153"	"Ostroleka"	"Al. Jerozolimskie"	22
"KiKl16032"	"Kiryl"	"Kleszczka"	821	"821-524-15-46"	"zachodniopomorskie"	"09-401"	"Witkowice"	"Os. Akademickie"	31
"KiKu17378"	"Kira"	"Kurjat"	881	"881-229-88-64"	"mazowieckie"	"20-045"	"Mlogoszyn"	"Al. Konstytucji 3 Maja"	53
"KiLe10519"	"Kira"	"Lelewski"	573	"573-342-81-56"	"mazowieckie"	"86-060"	"Kolobrzeg"	"ul. Afganska"	59
"KlBu2885"	"Klaudian"	"Burdzin"	227	"227-586-11-510"	"wielkopolskie"	"37-455"	"Gdynia"	"Al. Powstancow Wielkopolskich"	115
"KlDe12738"	"Klementyna"	"Deranek"	673	"673-142-63-89"	"zachodniopomorskie"	"62-817"	"Pulkowice"	"Planty Jana Kazimierza"	5
"KlDz19640"	"Klaudia"	"Dziurdzikowski"	984	"984-672-92-95"	"swietokrzyskie"	"63-600"	"Przyborowo"	"Pl. Zwyciestwa"	31
"KlHe7045"	"Klement"	"Hersztowski"	413	"413-952-47-39"	"lubelskie"	"26-001"	"Maruszyna"	"ul. Astrow"	134
"KlJa4539"	"Klaudiusz"	"Jarmoszewski"	301	"301-951-76-24"	"mazowieckie"	"97-225"	"Dabrowa Gornicza"	"ul. Akacjowa"	51
"KlKo10606"	"Klara"	"Kolmykow"	576	"576-957-14-94"	"kujawsko-pomorskie"	"51-637"	"Romanowo"	"Al. Jana Pawla II"	63
"KlKo17634"	"Klaudyna"	"Kozieko"	892	"892-853-29-11"	"mazowieckie"	"73-130"	"Radom"	"ul. Altanowa"	101
"KlLa650"	"Klaudyna"	"Landmann"	128	"128-574-44-15"	"mazowieckie"	"17-123"	"Goszowice"	"ul. 6 Sierpnia"	130
"KlLi12146"	"Kleopatra"	"Lichoszerst"	646	"646-185-34-65"	"lubelskie"	"89-400"	"Lisewo Koscielne"	"ul. Admiralska"	135
"KlRi11825"	"Kleopatra"	"Rindejko"	631	"631-797-44-64"	"wielkopolskie"	"26-200"	"Krzesinowek"	"ul. Akwenowa"	78
"Klsl2160"	"Klementyna"	"sledziejowski"	195	"195-523-54-38"	"wielkopolskie"	"46-100"	"Warszawa"	"Al. Niepodleglosci"	131
"KlSo12862"	"Klemencja"	"Soleniuk"	678	"678-679-45-99"	"dolnoslaskie"	"78-650"	"Warszawa"	"Pl. Zamkowy"	73
"Klze12526"	"Klementyna"	"zeleznicki"	663	"663-761-12-66"	"slaskie"	"42-248"	"Opoczno"	"Pl. Dworcowy"	106
"KoBo15488"	"Konstans"	"Bonjor"	796	"796-926-74-31"	"wielkopolskie"	"21-211"	"Wylazlowo"	"Os. Armii Krajowej"	56
"KoDr6992"	"Konradyna"	"Droza"	412	"412-155-65-95"	"mazowieckie"	"24-105"	"Konstancin-Jeziorna"	"Pl. Wolnosci"	54
"KoEj11"	"Koleta"	"Ejber"	101	"101-396-17-13"	"kujawsko-pomorskie"	"05-119"	"Wroclaw"	"Rynek Rynek"	21
"KoFa9033"	"Kornel"	"Faulhamer"	505	"505-794-73-39"	"lubuskie"	"08-110"	"Warszawa"	"Pl. Wagnera"	60
"KoFi1031"	"Korneli"	"Ficzyk"	147	"147-159-98-67"	"swietokrzyskie"	"64-729"	"Sadkow Szlachecki"	"Al. Pokoju"	87
"KoFr11351"	"Koleta"	"Fronczuk"	611	"611-139-49-410"	"slaskie"	"98-300"	"Kopanina"	"ul. 3 Warszawskiego Pulku Pontonowego"	60
"KoHa9730"	"Korneliusz"	"Hauszmer"	536	"536-495-43-85"	"slaskie"	"19-300"	"Chorzepowo"	"ul. 3 Maja"	80
"KoHo679"	"Konstantyn"	"Holowka"	129	"129-933-47-56"	"malopolskie"	"38-400"	"labunie"	"Pl. Przymierza"	125
"KoJe3107"	"Kolombina"	"Jeliaszkiewicz"	236	"236-892-19-61"	"mazowieckie"	"60-449"	"Polomia"	"Park zolnierzy zywiciela"	136
"KoKa16220"	"Koleta"	"Katlowska"	828	"828-546-49-26"	"swietokrzyskie"	"31-103"	"Nowa Wies"	"Os. Zlotego Wieku"	56
"KoKa544"	"Konstanty"	"Kasmyk"	124	"124-747-81-82"	"lodzkie"	"20-122"	"Plawno"	"Al. Kosciuszki Tadeusza"	56
"KoKi19185"	"Konrad"	"Kiryluk"	964	"964-293-92-81"	"lodzkie"	"80-367"	"Paczkowo"	"Rynek Rynek"	40
"KoLu15183"	"Kolombina"	"Luczek"	783	"783-943-13-55"	"slaskie"	"10-562"	"Warszawa"	"ul. Akacjowa"	9
"KoNa7975"	"Konstancja"	"Nakonczyk"	456	"456-863-29-32"	"slaskie"	"22-130"	"Zimnik"	"Os. Bielskie"	104
"KoRi6298"	"Konrad"	"Ritt"	379	"379-829-15-23"	"warminsko-mazurskie"	"99-100"	"Pruszkow"	"Al. Spacerowa"	99
